Name,parameters
BBa_J10050,positive_regulators:NA;negative_regulators:NA
BBa_J10051,n/a:weak promoter + strong RBS + lacZa.GFP fusion
BBa_K1031610,positive_regulators:NA
BBa_K1051258,n/a:Construct the measurement pathway of K1051207. ;n/a:Construct the final pathway with M0051
BBa_K1051259,n/a:Construct the measurement pathway of K1051208. ;n/a:Construct the final pathway with M0052
BBa_K1051257,n/a:Construct the measurement pathway of K1051206. ;n/a:Construct the final pathway with M0050
BBa_K1051288,n/a:J63006+K1051200+k1051060;n/a:The measurement pathway of ubiquitin fusion protein.
BBa_K1051297,n/a:J04500+K1051000+M0050+K1051009
BBa_K1051296,n/a:J63006+K1051000+K1051006
BBa_K1051298,n/a:J04500+K1051000+M0051+K1051009
BBa_K1051299,n/a:J04500+K1051000+M0052+K1051009
BBa_K1051307,n/a:k1051304(cln3 promoter)+k1051062(K1051004 (non stop codon morange) + K1051006 (Stop codon +TBY-1term
BBa_K1051369,n/a:K1051304 (cln3 promoter) + K1051003 (non stop codon GFP) + K1051006 (Stop codon + TBY-1 terminator)
BBa_K1051368,n/a:K1051303 (clb6 promoter) + K1051003 (non stop codon GFP) + K1051006 (Stop codon + TBY-1  terminator)
BBa_K1051380,n/a:k1051305(met16 promoter (M phase to G1 phase))+K1051003+ K1051006 
BBa_K1051381,n/a:k1051306(met16 promoter (M phase to G1 phase))+K1051003+ K1051006
BBa_K1051852,n/a:k1051850+k1051802
BBa_K1061014,n/a:eGFP->miRNA-122 target
BBa_K1067008,positive_regulators:NA
BBa_K1100011,"negative_regulators:1;chassis:NA;chassis:E.coli;emission:510nm;direction:Forward;positive_regulators:NA;o_h:NA;abs:B0034;efficiency:1;excitation:485nm;protein:sfGFP;o_l:NA;biology:NA;protein:Csy4;control:aTc, tetracyline"
BBa_K1100152,"negative_regulators:1;chassis:E.coli;emission:510nm;direction:Forward;positive_regulators:NA;o_h:NA;abs:B0034;efficiency:1;excitation:485nm;protein:sfGFP;o_l:NA;biology:NA;control:aTc, tetracyline"
BBa_K1139150,n/a:Prm/lac-GFP-TT
BBa_K1919500,biology:NA;chassis:NA;biology:Vitreoscilla ;chassis:E. coli
BBa_K199129,n/a:pLac-RBS-optimized LuxI
BBa_K199158,n/a:pLpp-RBS-RFP
BBa_K2023001,"signalling_molecule:NA;signalling_molecule:Gaussia Luciferase;control:NA;positive_regulators:NA;emit:488 nm;emit:NA;input_s:NA;control:BBa_K2023007 is the positive control for GLuc;positive_regulators:Pr, Pu;input_s:BTEX (Toluene, Xylene...);protein:XylR;protein:NA"
BBa_K2023015,"control:NA;excitation:NA;excitation:501;emission:NA;protein:XylR, GFP;control:Positive control with BBa_K2023007;emission:511;protein:XylR;protein:NA"
BBa_K299001,n/a:PoPS->GFP ;n/a:RBS measurement device J23100 J61101 GFP
BBa_K299002,n/a:RBS measurement device J23100 J61107 GFP;n/a:PoPS->GFP 
BBa_K299000,n/a:PoPS->GFP;n/a:RBS measurement device J23100 J61100 GFP
BBa_K299005,n/a:RBS measurement device J23100 B0030 GFP
BBa_K299004,n/a:RBS measurement device J23100 J61127 GFP
BBa_K299006,n/a:RBS measurement device J23100 B0031 GFP
BBa_K299007,n/a:RBS measurement device J23100 B0032 GFP
BBa_K299020,n/a:RBS measurement device pT7 B0030 GFP
BBa_K299009,n/a:RBS measurement device J23100 B0034 GFP
BBa_K299021,n/a:RBS measurement device pT7 B0031 GFP
BBa_K299008,n/a:RBS measurement device J23100 B0033 GFP
BBa_K299022,n/a:RBS measurement device pT7 B0032 GFP
BBa_K299023,n/a:RBS measurement device pT7 B0033 GFP
BBa_K299024,n/a:RBS measurement device pT7 B0034 GFP
BBa_K299003,n/a:RBS measurement device J23100 J61117 GFP;n/a:PoPS->GFP 
BBa_K299029,n/a:RBS measurement device pT7 J61127 GFP
BBa_K299028,n/a:RBS measurement device pT7 J61117 GFP
BBa_K299025,n/a:RBS measurement device pT7 J61100 GFP
BBa_K299026,n/a:RBS measurement device pT7 J61101 GFP
BBa_K299027,n/a:RBS measurement device pT7 J61107 GFP
BBa_K315032,n/a:pBad + RBS + cre + pTet + loxP forward + RBS + RFP + lox5171 forward
BBa_K315033,n/a:pBad + RBS + cre + pTet + lox5171 forward + RBS + RFP + lox5171 forward
BBa_K315034,n/a:pBad + RBS + cre + pTet + lox5171 forward + RBS + RFP + lox5171 reverse
BBa_K315036,n/a:pBad + RBS + cre + pTet + lox5171 forward + RBS + RFP + loxm2 forward
BBa_K315037,n/a:pBad + RBS + cre + pTet + lox5171 forward + RBS + RFP + loxN forward
BBa_K315038,n/a:pBad + RBS + cre + pTet + lox5171 forward + RBS + RFP + lox2272 forward
BBa_K315039,n/a:pBad + RBS + cre + pTet + lox5171 forward + RBS + RFP + loxBri forward
BBa_K315043,n/a:pLacI-RBS-RFP-RBS-TetA (Optimized from bp 1-290)
BBa_K315044,n/a:pLacI-RBS-RFP-RBS-TetA (Deoptimized from bp 1-290)
BBa_K315042,n/a:pLac-RBS-RFP-RBS-TetA (Deoptimized from bp 1-290)
BBa_K356101,protein:GFP;control:constitutive promoter;device_type:translation measurement device;family:Anderson RBS;family:NA
BBa_K356103,family:Salimi78 RBS ;device_type:NA;device_type:translation measurement device;control:NA;family:NA;family:Salimi RBS (calculations upon RBS calculator);control:constitutive promoter;protein:GFP;protein:NA
BBa_K356102,device_type:NA;control:NA;device_type:translation measurement device;control:constituitive promoter;family:NA;control:constitutive promoter;family:RBS;family:RBS from Anderson catalogue;family:77 RBS designed by Salimi;family: Salimi 77 RBS;protein:GFP;protein:NA
BBa_K516131,"n/a:Constitutive promoter [J23101] with mRFP, RBS B0031"
BBa_K516230,n/a:PTet mRFP with RBS B0030
BBa_K516231,n/a:PTet mRFP with RBS B0031
BBa_K516232,n/a:PTet mRFP with RBS B0032
BBa_K516332,n/a:mRFP producer controlled by 3OC6-HSL with RBS B0032
BBa_K516334,n/a:mRFP producer controlled by 3OC6-HSL with RBS B0034
BBa_K516331,n/a:mRFP producer controlled by 3OC6-HSL with RBS B0031
BBa_K516330,n/a:mRFP producer controlled by 3OC6-HSL with RBS B0030
BBa_K525720,"origin:Escherichia coli, Sphingomonas bisphenolicum AO1;origin:Escherichia coli;chassis:E. coli"
BBa_K545000,n/a:pCin + CrtEBI (lycopene enzymes)
BBa_K546002,device_type:feedback;latency:Seconds;protein:(1) LuxR & (2) luxI-LVA;direction:Forward;signalling_molecule:3OC<sub>6</sub>HSL (AHL);control:(1) R0063 & (2) R0062;switch_point:(1) 2nM;protein:(1) LuxR & (2) GFP-LVA
BBa_K611062,n/a:BBa_B0034-BBa_E1010 Test Construct in BBa_J61002
BBa_K611068,n/a:Truncation C test construct
BBa_K648034,n/a:Or tester
BBa_K772008,function:Signal Amplification;device_type:Reporter;activation_coeficient:TEV Protease;chassis:E.coli TOP10 strain
BBa_K772009,"device_type:Quorum Sensing;activation_coeficient:TEV Protease;proteins:GFP, LasR;chassis:E.coli TOP10 strain;function:Regulatory;target:pLas"
BBa_K874120,n/a:Methylation Measurement Module (M.ScaI & dual PZF3838 targeted)
BBa_K950007,family:PAQR superfamily
BBa_M36664,n/a:Hypoxia Sensor
BBa_I732951,mcs:BioBrick friendly;chassis:NA;copies:NA;resistance:AK;origin:pMB1
BBa_I713002,chassis:NA;origin:NA;copies:NA;mcs:NA;resistance:C
BBa_I713003,resistance:A
BBa_I713006,resistance:A
BBa_I713004,resistance:AK
BBa_I713005,resistance:AK
BBa_I713007,resistance:AK
BBa_I713008,resistance:A
BBa_I713009,resistance:A
BBa_I713011,chassis:NA;resistance:A;origin:NA;copies:NA;mcs:NA
BBa_I713010,resistance:A
BBa_I713013,chassis:NA;resistance:A;origin:NA;copies:NA;mcs:NA
BBa_I713012,chassis:NA;resistance:A;origin:NA;copies:NA;mcs:NA
BBa_I713015,chassis:NA;resistance:A;origin:NA;copies:NA;mcs:NA
BBa_I713014,chassis:NA;resistance:A;origin:NA;copies:NA;mcs:NA
BBa_I713016,chassis:NA;resistance:A;origin:NA;copies:NA;mcs:NA
BBa_I713017,resistance:A
BBa_I713018,resistance:A
BBa_I713019,resistance:CK
BBa_I713021,resistance:A
BBa_I713020,resistance:CK
BBa_I713022,resistance:AK
BBa_I713023,resistance:A
BBa_I713024,resistance:AK
BBa_I713025,resistance:AK
BBa_I713026,chassis:NA;origin:NA;resistance:K;copies:NA;mcs:NA
BBa_I713027,resistance:A
BBa_I713028,resistance:AK
BBa_I713029,resistance:AK
BBa_I713030,resistance:C
BBa_I713031,resistance:A
BBa_I713033,resistance:A
BBa_I713032,resistance:A
BBa_I713034,resistance:A
BBa_I713035,resistance:AK
BBa_I713036,resistance:A
BBa_I714946,origin:p15A;chassis:NA;copies:NA;mcs:Nonstandard;resistance:C
BBa_I718019,resistance:A
BBa_I718020,resistance:A
BBa_I732953,mcs:BioBrick friendly;origin:NA;resistance:A;copies:NA;chassis:NA
BBa_I732954,mcs:BioBrick friendly;origin:NA;resistance:A;copies:NA;chassis:NA
BBa_I732955,mcs:BioBrick friendly;origin:NA;copies:NA;resistance:AK;chassis:NA
BBa_I732956,mcs:BioBrick friendly;origin:NA;copies:NA;resistance:AK;chassis:NA
BBa_I732957,mcs:BioBrick friendly;origin:NA;copies:NA;resistance:AK;chassis:NA
BBa_I732958,mcs:BioBrick friendly;origin:NA;copies:NA;resistance:AK;chassis:NA
BBa_I732959,mcs:BioBrick friendly;origin:NA;resistance:A;copies:NA;chassis:NA
BBa_I732960,mcs:BioBrick friendly;origin:NA;resistance:A;copies:NA;chassis:NA
BBa_I732961,mcs:BioBrick friendly;origin:NA;resistance:A;copies:NA;chassis:NA
BBa_I739203,mcs:BioBrick;chassis:NA;origin:pMB1;resistance:T;copies:15-20
BBa_I745018,chassis:NA;resistance:A;origin:NA;copies:NA;mcs:NA
BBa_I751000,resistance:A;chassis:NA;copies:NA;mcs:Nonstandard;origin:ColEI
BBa_I766995,chassis:NA;resistance:A;origin:NA;copies:NA;mcs:NA
BBa_I745017,chassis:NA;resistance:A;origin:NA;copies:NA;mcs:NA
BBa_I766996,chassis:NA;resistance:A;origin:NA;copies:NA;mcs:NA
BBa_I766994,chassis:NA;resistance:A;origin:NA;copies:NA;mcs:NA
BBa_J61007,chassis:NA;resistance:K;copies:NA;mcs:Nonstandard;origin:pMB1
BBa_J61009,origin:p15A;chassis:NA;copies:NA;mcs:Nonstandard;resistance:C
BBa_J61035,resistance:AG;origin:ColE1;copies:NA;mcs:BioBrick friendly;chassis:NA
BBa_J70003,chassis:NA;resistance:A;origin:NA;copies:NA;mcs:NA
BBa_J70004,chassis:NA;resistance:A;origin:NA;copies:NA;mcs:NA
BBa_K112950,origin:ColE1;chassis:NA;copies:NA;resistance:S;mcs:NA
BBa_K112951,resistance:AC;chassis:NA;copies:NA;origin:p15A;mcs:NA
BBa_K112952,resistance:AC;chassis:NA;copies:NA;origin:p15A;mcs:NA
BBa_K112953,origin:p15A;chassis:NA;copies:NA;resistance:AK;mcs:NA
BBa_K112954,origin:p15A;chassis:NA;copies:NA;resistance:KA;mcs:NA
BBa_K112955,origin:p15A;resistance:CK;copies:NA;mcs:NA;chassis:NA
BBa_K112956,resistance:KC;chassis:NA;copies:NA;origin:p15A;mcs:NA
BBa_K112995,origin:p15A;chassis:NA;copies:NA;resistance:CA;mcs:NA
BBa_K1391132,n/a:pEXPR_TRE:miRNAG3
BBa_K1391130,n/a:pEXPR_TRE:miRNAG1
BBa_K1391131,n/a:pEXPR_TRE:miRNAG2
BBa_K1391133,n/a:pEXPR_TRE:miRNAG4
BBa_K1391140,n/a:pENTR BACE2-eYFP
BBa_K1391139,n/a:pENTR BACE1-eYFP
BBa_K1391135,n/a:pEXPR TRE:miRNAg1
BBa_K1391137,n/a:pEXPR TRE:miRNAg3
BBa_K1391138,n/a:pEXPR TRE:miRNAg4
BBa_K1391144,n/a:pEXPR TRE:BACE2
BBa_K1391143,n/a:pEXPR Hef1a:BACE1
BBa_K1453001,n/a:pBluescript II KS(+) ScaI deletion;n/a:pBluescript II KS(+) EcoRV deletion
BBa_K1391136,n/a:pEXPR TRE:miRNAg2
BBa_K1473000,protein:RFP;n/a:pBluescript + RFP;protein:NA
BBa_K155000,resistance:A;chassis:NA;copies:NA;mcs:NA;origin:pMB1
BBa_K197039,resistance:AC;origin:NA;resistance:NA;origin:coE1
BBa_K197038,resistance:spec;origin:NA;origin:coE1;resistance:S;resistance:NA
BBa_K197040,origin:NA;resistance:CK;origin:coE1;resistance:NA
BBa_K197041,origin:NA;resistance:CA;origin:coE1;resistance:NA
BBa_K197042,origin:NA;resistance:AK;origin:coE1;resistance:NA
BBa_K2061001,insert:NA
BBa_K2061000,color:NA
BBa_K209399,n/a:AarI A-D acceptor vector
BBa_K277000,n/a:pGEM-T Cloning Vector
BBa_K258008,proteins:NA
BBa_K364332,n/a:TRE-Gal4-PXR-PolyA in PSB1A3 (expression vector)
BBa_K364333,n/a:TRE-Gal4-EcR-PolyA in PSB1A3 (expression vector)
BBa_K510000,n/a:pUC18Sfi-miniTn7BB-Gm
BBa_K530032,n/a:pRSBB413 HIS3 CEN/ARS Yeast Shuttle Vector 
BBa_K563052,"n/a:combination of pSB1A11, CEN/ARS, TRP1"
BBa_K551001,resistance:100 µg/ml;resistance:NA
BBa_K678049,chassis:U-2 OS;chassis:NA
BBa_K678052,chassis:U-2 OS;chassis:NA
BBa_K678059,chassis:NA;chassis:Aspergillus nidulans
BBa_K678061,chassis:Aspergillus nidulans
BBa_K678062,chassis:Aspergillus nidulans
BBa_K678063,chassis:Aspergillus nidulans
BBa_K678064,chassis:Aspergillus nidulans
BBa_K678060,chassis:Aspergillus nidulans
BBa_K678065,chassis:Aspergillus nidulans
BBa_K678066,chassis:Aspergillus nidulans
BBa_K678067,chassis:Aspergillus nidulans
BBa_K678068,chassis:Aspergillus nidulans
BBa_K678070,chassis:NA;chassis:Aspergillus nidulans
BBa_E0030,emit:527;protein:EYFP;excite:514;direction:Forward;lum:NA;excitation:NA;kegg:NA;swisspro:NA;color:Yellow;tag:None;abs:NA;emission:YFP
BBa_E1010,protein:mRFP1;emit:607;direction:Forward;color:Red;lum:NA;biology:NA;excitation:584;kegg:NA;swisspro:NA;tag:None;abs:NA;emission:607;excite:584
BBa_E0040,excite:501;color:Green;direction:Forward;protein:GFPmut3b;lum:NA;excitation:NA;emission:NA;kegg:NA;swisspro:NA;emit:511;tag:None
BBa_I715022,color:NA;color:Red
BBa_I715023,color:Red
BBa_J31005,swisspro:P62577;ec_num:2.3.1.28;kegg:none;protein:CAT
BBa_J31001,ec_num:none;kegg:stm:STM2772;protein:Hin-LVA;swisspro:P03013
BBa_J45014,kegg:sce:YOR377W;swisspro:P40353;protein:ATF1-1148 mutant;ec_num:2.3.1.84
BBa_K082003,color:NA;color:Green;protein:GFP
BBa_K1027002,"n/a:Delta 12 Desaturase, optimised for expression in Escherichia coli"
BBa_K1033906,color:NA;color:Purple
BBa_K1033902,abs:592 nm;color:NA;color:Blue;abs:NA
BBa_K1037000,biology:E.coli K12;biology:NA;n/a:ygfG;protein:ygfG;protein:NA
BBa_K1037001,biology:E.coli K12;n/a:ygfD;biology:NA;protein:ygfD;protein:NA
BBa_K1037002,n/a:Sbm;biology:NA;protein:Sbm;biology:E.coli K12;protein:NA
BBa_K1037003,protein:ygfH;protein:NA;biology:E.coli K12;biology:NA;n/a:ygfH
BBa_K1033916,"color:NA;excitation:NA;excitation:450 nm;emission:NA;emission:486 nm;color:Yellow, Green"
BBa_K1051113,n/a:BBa_K1051113;targeting peptide to centrosome
BBa_K1045001,n/a:DarR ORF with inversed Pre- and Suffix
BBa_K1061001,n/a: apoptin
BBa_K1061003,n/a:RIP 3
BBa_K1061015,n/a:tTA advance
BBa_K1033910,color:Yellow;color:NA
BBa_K1061012,n/a:tTA
BBa_K1061016,n/a:rtTA
BBa_K1072001,protein:NADH Dehydrogenase;protein:NA
BBa_K1085000,n/a:RBS strep-tag SpiderSilkSubunitE1
BBa_K1122007,color:NA;color:Blue
BBa_K1122008,color:Blue;color:Red
BBa_K1162006,n/a:LL-37 antimicrobial peptide from Humans (<i>Homo sapiens</i>)
BBa_K1172303,abs:446 nm;excitation:NA;emission:535 nm;emission:NA;abs:NA;excitation:440 nm
BBa_K1184000,origin:Engineered from avGFP;control:BBa_E1010 as a negative control;control:mRFP1 as a negative control;color:NA;control:NA;control:<partinfo>BBa_E1010</partinfo> as a negative control;color:Red;excitation:545-585 nm;origin:NA;function:Phototoxicity;function:NA;emission:NA;output:NA;excitation:NA;excitation:585;output:Superoxide radical anion;emission:611 nm;emission:611;emission:511;origin:Engineered from anm2CP;output:superoxide radical anion
BBa_K1323009,color:NA;color:Red
BBa_K1323010,color:Yellow;color:Red
BBa_K1333004,"family:with BBa_K1333001, BBa_K1333002, BBa_K1333003, BBa_K1333000, BBa_K1333005, BBa_K1333312;family:NA"
BBa_K1333005,"family:with BBa_K1333001, BBa_K1333002, BBa_K1333003, BBa_K1333004, BBa_K1333000, BBa_K1333312;family:NA"
BBa_K1333200,"protein:fusion protein of lambda cI and LGF2;family:with BBa_K1333201, BBa_K1333202, BBa_K1333203;function:interact with Gal11P less actively;family:NA;function:hardly interact with Gal11P"
BBa_K1333201,"function:interact with Gal11P less actively;protein:fusion protein of lambda cI and LGF2;function:NA;family:with BBa_K1333201, BBa_K1333202, BBa_K1333203;function:hardly interact with Gal11P;family:with BBa_K1333200, BBa_K1333202, BBa_K1333203;protein:NA"
BBa_K1351017,n/a:SdpI with RBS: Immunity against the cannibalsim toxin sdpC of B. subtilis
BBa_K1399000,protein:mRFP1;emit:607;direction:Forward;color:Red;lum:NA;tag:SsrA-AAV;excitation:584;kegg:NA;swisspro:NA;excite:584;tag:None;abs:NA;biology:NA;emission:607
BBa_K1351021,color:NA;color:Red
BBa_K1399002,protein:mRFP1;emit:607;direction:Forward;color:Red;lum:NA;excitation:584;kegg:NA;swisspro:NA;excite:584;tag:None;abs:NA;biology:NA;emission:607;tag:SsrA-LAA degradation tag
BBa_K1399001,protein:mRFP1;emit:607;direction:Forward;color:Red;lum:NA;excitation:584;kegg:NA;swisspro:NA;excite:584;tag:None;abs:NA;biology:NA;emission:607;tag:SsrA-LVA degradation tag
BBa_K1399003,protein:mRFP1;emit:607;color:Red;direction:Forward;lum:NA;tag:SsrA-DAS degradation tag;excitation:584;kegg:NA;swisspro:NA;excite:584;tag:None;abs:NA;biology:NA;emission:607
BBa_K1399004,excite:501;color:Green;direction:Forward;excitation:NA;lum:NA;protein:GFPmut3b;emission:NA;emit:511;kegg:NA;swisspro:NA;tag:None;tag:SsrA-LVA degradation tag
BBa_K1399005,excite:501;color:Green;direction:Forward;excitation:NA;lum:NA;protein:GFPmut3b;emission:NA;emit:511;kegg:NA;swisspro:NA;tag:None;tag:SsrA-AAV degradation tag
BBa_K1399006,excite:501;color:Green;direction:Forward;excitation:NA;lum:NA;protein:GFPmut3b;emission:NA;emit:511;kegg:NA;swisspro:NA;tag:None;tag:SsrA-LAA degradation tag
BBa_K1399007,excite:501;color:Green;direction:Forward;excitation:NA;lum:NA;protein:GFPmut3b;emission:NA;tag:SsrA-DAS+2 degradation tag;emit:511;kegg:NA;swisspro:NA;tag:None
BBa_K1399008,excite:501;color:Green;direction:Forward;excitation:NA;lum:NA;protein:GFPmut3b;tag:SsrA-DAS degradation tag;emission:NA;emit:511;kegg:NA;swisspro:NA;tag:None
BBa_K1438001,"protein:19,7 kDa"
BBa_K1456001,n/a:Human Tissue Plasminogen Activator (htPA)
BBa_K1486056,"negative_regulators:CpxA (phosphatase activity);control:AraC, arabinose;direction:Forward;function:Transciption regulator;positive_regulators:CpxA (Histidine kinase activity when activated);excitation:710;emission:640;rbs:Elowitz;color:Infrared;biology:NA;chassis:Escherichia coli;resistance:Chloramphenicol"
BBa_K1497009,n/a:F3H
BBa_K1497010,n/a:Dihydroflavonol 4-reductase (DFR)
BBa_K1497031,n/a:Scaffold (G-S-P-His)
BBa_K1499200,protein:uvsE;biology:Deinococcus radiodurans;biology:NA;protein:NA
BBa_K1497032,n/a:Scaffold (G-S-P-His-Cys)
BBa_K1537025,n/a:FDH
BBa_K1537026,n/a:FALDH
BBa_K1554001,kegg:NA;uniprot:NA;uniprot:[http://www.uniprot.org/uniprot/S4WAY4 S4WAY4];uniprot:http://www.uniprot.org/uniprot/S4WAY4;kegg:http://www.genome.jp/dbget-bin/www_bget?enzyme+1.14.19.5
BBa_K1554002,uniprot:http://www.uniprot.org/uniprot/I3PN86;uniprot:NA
BBa_K190028,n/a:GlpF
BBa_K316003,"n/a:XylE - catechol 2,3-dioxygenase from P.putida with terminator"
BBa_K322237,emission:555 nm;emission:NA
BBa_K349008,n/a:KanR-BA-BsaI  (for construction of BA BioBytes 2.0);n/a:Kan-BA-BsaI  (for construction of BA BioBytes 2.0)
BBa_K349009,n/a:KanR-AB-BbsI  (for construction of AB BioBytes 2.0);n/a:Kan-AB-BbsI  (for construction of AB BioBytes 2.0)
BBa_K349010,n/a:KanR-BA-BbsI (for construction of BA BioBytes 2.0);n/a:Kan-BA-BbsI (for construction of BA BioBytes 2.0)
BBa_K398005,protein:NA
BBa_K515007,protein:K515007;device_type:Fluorescent reporter;emission:505 nm and 575 nm;chassis:E. coli DH5&#945;;excitation:486 nm and 558 nm;resistance:Chloramphenicol
BBa_K525222,n/a:S-layer cspB from Corynebacterium halotolerans;n/a:NA;n/a:	S-layer cspB from Corynebacterium halotolerans
BBa_K299806,n/a:minC cell division inhibitor
BBa_K538000,origin:Oleispira antarctica;target:Proteins;function:Cochaperone;uniprot:Q8KM31;family:GroES chaperonins;family:NA;origin:NA;function:NA;function:Protein cochaperone;target:NA;uniprot:NA;origin:Oleispira antarctica RB-8
BBa_K538004,target:RNA;family:Cold shock proteins;target:NA;function:RNA chaperone;uniprot:A4C0F8;uniprot:A4C1N9;function:Chaperone;origin:Polaribacter irgensii 23-P
BBa_K525710,tag:NA;chassis:NA;control:NA;control:PT7;tag:His-tag;origin:NA;origin:Escherichia coli;origin:E. coli;chassis:E. coli
BBa_K590002,"n/a:mamJ, from <i>Magnetospirillum magneticum</i>"
BBa_K590001,"n/a:mamE, from <i>Magnetospirillum magneticum</i>"
BBa_K590003,"n/a:mamKL, from <i>Magnetospirillum magneticum</i>"
BBa_K590004,"n/a:mamMN, from <i>Magnetospirillum magneticum</i>"
BBa_K590005,"n/a:mamO, from <i>Magnetospirillum magneticum</i>"
BBa_K590006,"n/a:mamPA, from <i>Magnetospirillum magneticum</i>"
BBa_K590007,"n/a:mamQRB, from <i>Magnetospirillum magneticum</i>"
BBa_K590008,"n/a:mamSTU, from <i>Magnetospirillum magneticum</i>"
BBa_K525515,chassis:NA;origin:NA;origin:Sphingomonas bisphenolicum AO1;chassis:E. coli;origin:Sphingomonas bisphenolicum
BBa_K594001,chassis:NA;chassis:DH5&#945;
BBa_K592100,color:NA;excitation:NA;emission:NA;emission:456 nm;abs:NA;abs:399 nm;excitation:399 nm;color:Blue
BBa_K592101,color:Yellow;color:NA
BBa_K592009,abs:588 nm;color:NA;color:Blue;abs:NA
BBa_K602002,n/a:<i>Deinococcus radiodurans</i> PprM
BBa_K592011,color:NA;color:Blue;protein:NA
BBa_K629003,"function:dephosphorylate CheY to move E. Coli forward;origin:NA;function:NA;origin:genome of E. Coli BL21 Plys;n/a:cheZ, chemotaxis regulator, protein phosphatase for CheY"
BBa_K590009,"n/a:mamV, from <i>Magnetospirillum magneticum</i>"
