Year,Team,SimpleDescription
2013,Buenos_Aires,"Their project is focused on developing a biosensor specific for certain water pollutants, with a modular and scalable approach. This approach would make it easy to adapt the response for the detection of different substances. In contrast to other iGEM biosensors, it does not rely on expensive equipment or qualified people to interpret the results. ",
2013,Goettingen,"Their project is to build a screening system targeting c-di-AMP, which could be applied in novel-drug screening. With this system, the level of c-di-AMP in the cell can be visualised and measured.

",
2013,Macquarie_Australia,"Their research involves expression of ttheylve genes (from Chlamydomonas reinhardtii) necessary for the chlorophyll biosynthesis pathway in a bacterial host (E. coli). Gene sequences have been synthetically designed to allow for prokaryotic expression. By utilising Gibson assembly, they plan on being able to successfully produce chlorophyll in prokaryotic cells. This will be evident from the growth of green E. coli colonies.
",
2013,Freiburg,"their Team developed a universal toolkit, termed uniCAS, that enables customizable gene regulation in mammalian cells. They engineered the recently discovered and highly promising CRISPR/Cas9 system. ",
2013,Clemson,"Their Universal Self-Amplified (USA) Biosensor uses a genetically modified detection bacteria to solve many of the issues, containing1) requiring sample enrichment, 2) inability of low-level detection, 3) indiscrimination bettheyen viable and non-viable cells, 4) small sample volume capacity, 5) tedious procedures, and 6) high assay cost。
",
2013,NTU_Taiwan,"They aim to establish a novel bacterial identification method in clinical samples based on the quorum sensing profiles.
",
2013,BostonU,"They aim to provide precision control over spatial arrangement of cells by designing a tool that enables drawing and building with them. Zinc finger proteins are intracellular molecules which recognise and bind unique dsDNA sequences. They have engineered these proteins to be expressed on the surface of an E. coli cell, such that dsDNA can be used as mortar to cement cells together. 
",
2013,Calgary_Entrepreneurial,They are advancing an electrochemical biosensor for petroleum-related toxins through their early venture: FREDsense.,
2013,UCL_E,"They are building a safe, user-friendly, affordable biotechnology laboratory in a beautiful 13 x 11 inch box, containing a centrifuge, a PCR machine and a gel electrophoresis unit inclusive with transilluminator. Their aim is to increase the reach of synthetic biology by providing the tools and infrastructure that will make biotechnology more accessible in educational settings and in citizen science.",
2013,Chiba,"They are conducting three itemized projects. (1) modification of iron transportation network to import as much Fe ions as possible in E. coli, (2) sequestering/ storing iron into human ferritin, and (3) converting cytosolic space from reducing to oxidizing in order to elevate Fe(II)/ Fe(III) ratio within.",
2013,Bielefeld-Germany,they are developing a Microbial Fuel Cell (MFC). The goal of this project is to generate electricity with a modified Escherichia coli in a self-constructed fuel cell.,
2013,Leicester,"They are diversifying, to reduce polystyrene various environmental impacts and  using synthetic biology to generate cheap DNA for flame retardant polystyrene.


",
2013,Toronto,"They are researching the pathways that induce biofilm formation and maturation in E. coli, for modulating surface-specific adhesion of E. coli biofilms. They are constructing and characterizing E. coli strains with targeted deletions or recombinant protein expressions that are crucial in biofilm formation pathways. 
",
2013,USTC-Software,"they build gNAP that provides researchers with gene network analysis and prediction.
",
2013,UESTC,They classified the parts released and constructed a database for users to choose what they want.,
2013,Queens_Canada,"They combine a carboxylic acid reductase and an acetyl transferase, in order to create E. coli capable of converting a major component of foot odtheir (isovaleric acid) into banana smell (isoamyl ester).  Their second goal is to deliberately synthesize mosquito attractants inside traps.",
2013,UIUC_Illinois,They created a probiotic to attack the root of this problem by outcompeting the gut bacteria for L-carnitine in order to suppress the production of TMAO.,
2013,HIT-Harbin,"they creates a mu-circuit called B-POM, which makes the output stabilize and be in a certain proportion with the input.",
2013,XMU-China,"they creates a robust synthetic biology signal converter  to show the growth environment of cells. 
",
2013,Costa_Rica_Cibus,they creates Cibus 3.0，which takes biodiesel production to a new level using dairy industry wastes. ,
2013,SCUT,They creates E.cerevisiae，which is a sophisticated signal transport system bettheyen E.coli and S.cerevisiae. ,
2013,Shenzhen_BGIC_0101,"they creates Genovo, which is a Computer-Aided Design (CAD) tool used for denovo design of genome. ",
2013,CAU_China,"They decide to invent an alcohol-detoxic beverage that can considerably prevent alcoholism by adding one healthy bacterium-lactobacillus. In principle, this engineered bacteria can survive in the extremely acidic stomach environment and reduce the toxicity by converting alcohol to corresponding carboxylic acid through a two-step reaction. The two-step reaction is catalyzed by intracellular alcohol dehydrogenase (ADH) and acetaldehyde dehydrogenase (ALDH),respectively.they try to engineer both enzymes, ADH and ALDH, to be acid resistant for higher performance in human stomach.
",
